symbol,sector,industry,current_price,day_change_pct,low_52w,high_52w,distance_from_low_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20d,latest_volume,volume_ratio,trend,technical_score,technical_reasons,return_1m,return_3m,return_6m,nifty_return_1m,nifty_return_3m,nifty_return_6m,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank_pct,range_status,range_score,range_low,range_high,range_width_pct,range_position_pct,range_reasons,roe,roa,operating_margin,net_profit_margin,revenue_growth,earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash_cr,total_debt_cr,operating_cashflow_cr,free_cashflow_cr,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,market_cap_cr,gross_margin,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons,sector_score,risk_penalty,risk_reasons,final_score,score_band,reasons
VEDL,Basic Materials,Other Industrial Metals & Mining,671.49,1.03,163.09,674.73,311.74,0.48,82.27,553.61,458.16,14688875.6,27743749.0,1.89,Bullish,62.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Positive day move",17.88,44.01,59.3,-0.48,0.43,1.91,18.36,43.58,57.39,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",4.24,Breakout Watch,79.78,415.9,593.68,42.74,100.0,80.0% of closes stayed inside the range | Range width 42.7% | Currently 100.0% through the range | Above upper band on elevated volume,,,23.68,24.85,47.9,79.28,,,,,,,,12.0753,8.5779,2.169,12.36,0.363,107694.43,53.91,Metals / Mining,11.0,20.0,0.0,0.0,15.0,46.0,0.5,,,0.0,46.0,,29.63,0.0,,61.04,Watchlist,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Volume expansion, Positive day move, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 42.7% | Currently 100.0% through the range | Above upper band on elevated volume"
INFY,Technology,Information Technology Services,1654.01,5.63,1064.05,1907.5,55.45,13.29,65.96,1555.75,1485.5,7145468.2,19335957.0,2.71,Bullish,85.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move",3.87,19.05,8.35,-0.48,0.43,1.91,4.35,18.62,6.44,53.0,"Positive 1M return, Positive 3M return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M",16.67,Breakout Watch,88.97,1392.41,1582.5,13.65,100.0,80.0% of closes stayed inside the range | Range width 13.7% | Currently 100.0% through the range | Above upper band on elevated volume,8.09,4.68,18.49,14.65,0.45,-10.97,10.59,1.81,,221.6,97.8,96.2,91.5,15.4324,14.7125,5.1946,4.2,0.107,476334.99,29.68,IT / Technology,12.0,0.0,16.0,17.0,13.0,58.0,0.93,Cash covers debt,Earnings contraction,5.0,63.0,Strong operating margin,29.24,0.0,,60.94,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Strong positive day move, Cash covers debt, Positive 1M return, Positive 3M return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 13.7% | Currently 100.0% through the range | Above upper band on elevated volume"
BANKINDIA,Financial Services,Banks - Regional,152.36,2.92,40.78,152.6,273.65,0.15,71.54,140.59,120.04,7864750.75,17659016.0,2.25,Bullish,72.0,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move",10.57,27.8,35.52,-0.48,0.43,1.91,11.05,27.37,33.61,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.13,Breakout Watch,83.58,108.62,142.71,31.39,100.0,80.0% of closes stayed inside the range | Range width 31.4% | Currently 100.0% through the range | Above upper band on elevated volume,3.26,0.25,,31.69,6.2,53.71,122.81,,,79511.36,106108.24,,,5.3869,5.6026,0.7284,3.25,0.777,66241.31,0.0,Banking,6.0,12.0,2.0,0.0,12.0,32.0,0.64,,,-5.0,27.0,Weak ROE for a leveraged-balance-sheet business,34.75,0.0,,57.66,Watchlist,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Strong volume expansion, Strong positive day move, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 31.4% | Currently 100.0% through the range | Above upper band on elevated volume"
BANKBARODA,Financial Services,Banks - Regional,298.59,0.18,103.5,303.53,188.5,1.63,64.69,283.18,247.67,7908425.15,16690141.0,2.11,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Positive day move",6.99,16.54,25.04,-0.48,0.43,1.91,7.47,16.11,23.13,78.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",12.77,Breakout Watch,86.24,230.54,287.85,24.86,100.0,80.0% of closes stayed inside the range | Range width 24.9% | Currently 100.0% through the range | Above upper band on elevated volume,3.31,0.28,,28.04,7.27,56.89,87.15,,,144874.43,143113.36,,,7.149,5.892,0.77,3.45,0.43,129801.19,0.0,Banking,6.0,12.0,7.0,0.0,15.0,40.0,0.64,Cash covers debt,,-5.0,35.0,Weak ROE for a leveraged-balance-sheet business,34.75,0.0,,56.96,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Strong volume expansion, Positive day move, Cash covers debt, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 24.9% | Currently 100.0% through the range | Above upper band on elevated volume"
HINDZINC,Basic Materials,Other Industrial Metals & Mining,626.31,-2.51,194.09,749.99,222.69,16.49,61.03,539.56,465.51,11810890.25,11412408.0,0.97,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",7.7,27.49,45.9,-0.48,0.43,1.91,8.18,27.06,43.99,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",9.32,Profit Booking Zone,76.89,418.82,608.07,45.19,100.0,80.0% of closes stayed inside the range | Range width 45.2% | Currently 100.0% through the range,,,48.06,36.85,39.99,75.29,,,,,,,,14.4846,13.3134,10.9157,3.58,0.661,247012.13,75.8,Metals / Mining,12.0,20.0,0.0,0.0,11.0,43.0,0.5,,,0.0,43.0,,29.63,0.0,,56.49,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 45.2% | Currently 100.0% through the range"
VBL,Consumer Defensive,Beverages - Non-Alcoholic,498.74,-0.4,179.77,676.37,177.43,26.26,58.72,475.63,482.27,4815184.4,4442688.0,0.92,Bullish,50.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",5.66,8.42,2.19,-0.48,0.43,1.91,6.14,7.99,0.28,48.0,"Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M",6.25,Profit Booking Zone,79.57,444.6,507.03,14.04,86.73,80.0% of closes stayed inside the range | Range width 14.0% | Currently 86.7% through the range,15.51,11.88,18.53,14.57,196.9,130.56,12.81,1.94,1.21,1784.18,2508.18,3509.31,770.21,44.006,37.7022,7.6091,46.0,0.298,148997.58,55.45,FMCG / Consumer,18.0,20.0,15.0,17.0,7.0,77.0,1.0,,,3.0,80.0,"Low debt, typical of a healthy consumer business",22.9,0.0,,55.94,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive 1M return, Positive 3M return, Positive 6M return, 1M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 14.0% | Currently 86.7% through the range"
SHRIRAMFIN,Financial Services,Credit Services,989.85,1.46,213.18,1019.83,364.32,2.94,68.06,888.77,705.21,9478853.15,13316550.0,1.4,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",14.49,48.26,50.5,-0.48,0.43,1.91,14.97,47.83,48.59,100.0,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",2.13,Profit Booking Zone,79.75,602.19,970.28,61.12,100.0,80.0% of closes stayed inside the range | Range width 61.1% | Currently 100.0% through the range,,,,37.57,12.24,17.15,,,,,,,,19.735,15.5658,3.1889,1.22,0.606,262875.3,96.81,Financial Services,6.0,13.0,0.0,0.0,12.0,31.0,0.43,,,0.0,31.0,,34.75,4.0,Limited fundamental data coverage,55.81,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move, Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 61.1% | Currently 100.0% through the range"
NAVINFLUOR,Basic Materials,Chemicals,6149.1,2.06,2855.73,6215.52,115.32,1.07,60.18,5901.45,4992.57,160571.3,202662.0,1.26,Bullish,75.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move",4.13,21.86,24.19,-0.48,0.43,1.91,4.61,21.43,22.28,78.0,"Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",12.71,Profit Booking Zone,84.57,4664.31,6017.01,29.0,100.0,80.0% of closes stayed inside the range | Range width 29.0% | Currently 100.0% through the range,,,30.41,20.78,23.02,58.25,,,,,,,,54.2102,41.8624,10.7744,19.0,0.239,42868.86,56.75,Chemicals,12.0,18.0,0.0,0.0,7.0,37.0,0.5,,,0.0,37.0,,29.63,0.0,,55.64,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Normal volume support, Strong positive day move, Positive 1M return, Strong 3M absolute return, Positive 6M return, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 29.0% | Currently 100.0% through the range"
CANBK,Financial Services,Banks - Regional,152.11,2.11,36.32,152.95,318.79,0.55,67.31,144.45,116.06,22806952.35,35174000.0,1.54,Bullish,80.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move",4.87,25.21,36.01,-0.48,0.43,1.91,5.35,24.78,34.1,98.0,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M",4.79,Breakout Watch,83.92,104.58,146.76,40.34,100.0,80.0% of closes stayed inside the range | Range width 40.3% | Currently 100.0% through the range | Above upper band on elevated volume,4.48,0.29,,50.61,-46.63,64.44,126.02,,,202514.38,147902.37,,,5.9486,5.6696,1.0172,3.22,0.503,119732.59,0.0,Banking,6.0,10.0,5.0,0.0,15.0,36.0,0.64,Cash covers debt,Revenue contraction,-5.0,31.0,Weak ROE for a leveraged-balance-sheet business,34.75,5.0,Revenue contraction,55.56,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Strong positive day move, Cash covers debt, Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, 1M Nifty outperformance, 3M Nifty outperformance, 6M Nifty outperformance, Positive across 1M/3M/6M, 80.0% of closes stayed inside the range | Range width 40.3% | Currently 100.0% through the range | Above upper band on elevated volume"
WIPRO,Technology,Information Technology Services,257.77,2.79,162.77,305.88,58.37,15.73,56.93,247.53,240.95,6639878.1,12028289.0,1.81,Bullish,70.0,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion, Strong positive day move",1.36,11.02,4.65,-0.48,0.43,1.91,1.84,10.59,2.74,53.0,"Positive 1M return, Positive 3M return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M",16.67,Profit Booking Zone,87.41,232.19,254.34,9.54,100.0,80.8% of closes stayed inside the range | Range width 9.5% | Currently 100.0% through the range,3.48,2.21,14.84,13.24,3.78,-3.92,22.08,2.18,2.18,11891.4,19804.6,4259.4,3792.6,14.6683,13.2285,2.3486,4.33,0.394,181959.9,29.04,IT / Technology,8.0,2.0,15.0,17.0,15.0,57.0,1.0,,Earnings contraction,0.0,57.0,,29.24,0.0,,55.09,Watchlist,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion, Strong positive day move, Positive 1M return, Positive 3M return, Positive 6M return, 3M Nifty outperformance, Positive across 1M/3M/6M, 80.8% of closes stayed inside the range | Range width 9.5% | Currently 100.0% through the range"
